condition,response,bot_sentence,bot_question,check_index,property,tested_on,correct,workerid
memory_check,1,NA,NA,7,light pencil,1,1,workerid_0705
memory_check,0,NA,NA,8,beautiful watch,0,1,workerid_0705
memory_check,1,NA,NA,9,slow walker,1,1,workerid_0705
botcaptcha,patricia,"Charles says to Patricia: It's a beautiful day, isn't it?",Who is Charles talking to?,NA,NA,NA,NA,workerid_0706
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0706
memory_check,1,NA,NA,0,hard bedboard,1,1,workerid_0706
memory_check,1,NA,NA,1,short skyscraper,1,1,workerid_0706
memory_check,1,NA,NA,2,warm oven,1,1,workerid_0706
memory_check,0,NA,NA,3,shiny necklace,0,1,workerid_0706
memory_check,0,NA,NA,4,green shirt,0,1,workerid_0706
memory_check,1,NA,NA,5,big flower,1,1,workerid_0706
memory_check,1,NA,NA,6,slow truck,1,1,workerid_0706
memory_check,0,NA,NA,7,beautiful watch,0,1,workerid_0706
memory_check,0,NA,NA,8,wild animal,0,1,workerid_0706
memory_check,0,NA,NA,9,purple guitar,0,1,workerid_0706
botcaptcha,mary,"James says to Mary: It's a beautiful day, isn't it?",Who is James talking to?,NA,NA,NA,NA,workerid_0707
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0707
memory_check,1,NA,NA,0,short skyscraper,1,1,workerid_0707
memory_check,0,NA,NA,1,quick child,1,0,workerid_0707
memory_check,1,NA,NA,2,slow car,1,1,workerid_0707
memory_check,0,NA,NA,3,wild animal,0,1,workerid_0707
memory_check,1,NA,NA,4,quick crockpot,1,1,workerid_0707
memory_check,0,NA,NA,5,shiny necklace,0,1,workerid_0707
memory_check,0,NA,NA,6,purple guitar,0,1,workerid_0707
memory_check,1,NA,NA,7,long triathlon race,1,1,workerid_0707
memory_check,0,NA,NA,8,green shirt,0,1,workerid_0707
memory_check,0,NA,NA,9,beautiful watch,0,1,workerid_0707
botcaptcha,Patricia,"James says to Patricia: It's a beautiful day, isn't it?",Who is James talking to?,NA,NA,NA,NA,workerid_0708
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0708
memory_check,1,NA,NA,0,light motorcycle,1,1,workerid_0708
memory_check,1,NA,NA,1,big moth,1,1,workerid_0708
memory_check,0,NA,NA,2,purple guitar,0,1,workerid_0708
memory_check,1,NA,NA,3,slow turtle,1,1,workerid_0708
memory_check,1,NA,NA,4,quiet library,1,1,workerid_0708
memory_check,0,NA,NA,5,beautiful watch,0,1,workerid_0708
memory_check,1,NA,NA,6,loud harp,1,1,workerid_0708
memory_check,0,NA,NA,7,shiny necklace,0,1,workerid_0708
memory_check,0,NA,NA,8,green shirt,0,1,workerid_0708
memory_check,0,NA,NA,9,wild animal,0,1,workerid_0708
botcaptcha,mary,"David says to Mary: It's a beautiful day, isn't it?",Who is David talking to?,NA,NA,NA,NA,workerid_0709
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0709
memory_check,0,NA,NA,0,green shirt,0,1,workerid_0709
memory_check,1,NA,NA,1,hard tile,1,1,workerid_0709
memory_check,0,NA,NA,2,beautiful watch,0,1,workerid_0709
memory_check,1,NA,NA,3,cheap boots,1,1,workerid_0709
memory_check,0,NA,NA,4,wild animal,0,1,workerid_0709
memory_check,1,NA,NA,5,short smartcar,1,1,workerid_0709
memory_check,0,NA,NA,6,shiny necklace,0,1,workerid_0709
memory_check,1,NA,NA,7,fast car,1,1,workerid_0709
memory_check,1,NA,NA,8,cheap apartment,1,1,workerid_0709
memory_check,0,NA,NA,9,purple guitar,0,1,workerid_0709
botcaptcha,sarah,"William says to Sarah: It's a beautiful day, isn't it?",Who is William talking to?,NA,NA,NA,NA,workerid_0710
warm_up,the building is tall,NA,NA,0,tall,Empire State Building,1,workerid_0710
memory_check,0,NA,NA,0,shiny necklace,0,1,workerid_0710
memory_check,1,NA,NA,1,green shirt,0,0,workerid_0710
memory_check,1,NA,NA,2,big refrigerator,1,1,workerid_0710
memory_check,0,NA,NA,3,light seagull,1,0,workerid_0710
memory_check,1,NA,NA,4,wild animal,0,0,workerid_0710
memory_check,0,NA,NA,5,purple guitar,0,1,workerid_0710
memory_check,0,NA,NA,6,slow crockpot,1,0,workerid_0710
memory_check,1,NA,NA,7,hot coffee,1,1,workerid_0710
memory_check,0,NA,NA,8,expensive plastic,1,0,workerid_0710
memory_check,1,NA,NA,9,beautiful watch,0,0,workerid_0710
botcaptcha,Margaret,"Richard says to Margaret: It's a beautiful day, isn't it?",Who is Richard talking to?,NA,NA,NA,NA,workerid_0711
warm_up,tall building,NA,NA,0,tall,Empire State Building,1,workerid_0711
memory_check,0,NA,NA,0,green shirt,0,1,workerid_0711
memory_check,1,NA,NA,1,light wool,1,1,workerid_0711
memory_check,0,NA,NA,2,short teenager,1,0,workerid_0711
memory_check,1,NA,NA,3,purple guitar,0,0,workerid_0711
memory_check,0,NA,NA,4,shiny necklace,0,1,workerid_0711
memory_check,1,NA,NA,5,beautiful watch,0,0,workerid_0711
memory_check,0,NA,NA,6,wild animal,0,1,workerid_0711
memory_check,1,NA,NA,7,long alley,1,1,workerid_0711
memory_check,0,NA,NA,8,tall giraffe,1,0,workerid_0711
memory_check,0,NA,NA,9,loud teenager,1,0,workerid_0711
botcaptcha,susan,"Charles says to Susan: It's a beautiful day, isn't it?",Who is Charles talking to?,NA,NA,NA,NA,workerid_0712
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0712
memory_check,0,NA,NA,0,green shirt,0,1,workerid_0712
memory_check,1,NA,NA,1,dark white paint,1,1,workerid_0712
memory_check,0,NA,NA,2,shiny necklace,0,1,workerid_0712
memory_check,1,NA,NA,3,quiet conference center,1,1,workerid_0712
memory_check,0,NA,NA,4,wild animal,0,1,workerid_0712
memory_check,0,NA,NA,5,purple guitar,0,1,workerid_0712
memory_check,1,NA,NA,6,slow motorcycle,1,1,workerid_0712
memory_check,1,NA,NA,7,cold soup,1,1,workerid_0712
memory_check,0,NA,NA,8,beautiful watch,0,1,workerid_0712
memory_check,1,NA,NA,9,big chihuahua,1,1,workerid_0712
botcaptcha,patricia,"Michael says to Patricia: It's a beautiful day, isn't it?",Who is Michael talking to?,NA,NA,NA,NA,workerid_0713
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0713
memory_check,1,NA,NA,0,expensive boysenberries,1,1,workerid_0713
memory_check,1,NA,NA,1,big moth,1,1,workerid_0713
memory_check,0,NA,NA,2,purple guitar,0,1,workerid_0713
memory_check,0,NA,NA,3,shiny necklace,0,1,workerid_0713
memory_check,0,NA,NA,4,wild animal,0,1,workerid_0713
memory_check,0,NA,NA,5,green shirt,0,1,workerid_0713
memory_check,1,NA,NA,6,quiet choral concert,1,1,workerid_0713
memory_check,1,NA,NA,7,weak mansion,1,1,workerid_0713
memory_check,1,NA,NA,8,long novel,1,1,workerid_0713
memory_check,0,NA,NA,9,beautiful watch,0,1,workerid_0713
botcaptcha,Elizabeth,"Thomas says to Elizabeth: It's a beautiful day, isn't it?",Who is Thomas talking to?,NA,NA,NA,NA,workerid_0714
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0714
memory_check,0,NA,NA,0,beautiful watch,0,1,workerid_0714
memory_check,1,NA,NA,1,narrow downtown street,1,1,workerid_0714
memory_check,1,NA,NA,2,big chihuahua,1,1,workerid_0714
memory_check,1,NA,NA,3,wide street,1,1,workerid_0714
memory_check,1,NA,NA,4,quiet rooster,1,1,workerid_0714
memory_check,1,NA,NA,5,wild animal,0,0,workerid_0714
memory_check,0,NA,NA,6,purple guitar,0,1,workerid_0714
memory_check,1,NA,NA,7,tall strip mall,1,1,workerid_0714
memory_check,0,NA,NA,8,green shirt,0,1,workerid_0714
memory_check,0,NA,NA,9,shiny necklace,0,1,workerid_0714
botcaptcha,Patricia,"Robert says to Patricia: It's a beautiful day, isn't it?",Who is Robert talking to?,NA,NA,NA,NA,workerid_0715
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0715
memory_check,1,NA,NA,0,cold soup,1,1,workerid_0715
memory_check,1,NA,NA,1,narrow country lane,1,1,workerid_0715
memory_check,1,NA,NA,2,cheap steak,1,1,workerid_0715
memory_check,1,NA,NA,3,short documentary,1,1,workerid_0715
memory_check,0,NA,NA,4,shiny necklace,0,1,workerid_0715
memory_check,0,NA,NA,5,purple guitar,0,1,workerid_0715
memory_check,0,NA,NA,6,wild animal,0,1,workerid_0715
memory_check,0,NA,NA,7,green shirt,0,1,workerid_0715
memory_check,0,NA,NA,8,narrow downtown street,1,0,workerid_0715
memory_check,0,NA,NA,9,beautiful watch,0,1,workerid_0715
botcaptcha,patricia,"John says to Patricia: It's a beautiful day, isn't it?",Who is John talking to?,NA,NA,NA,NA,workerid_0716
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0716
memory_check,1,NA,NA,0,wild animal,0,0,workerid_0716
memory_check,0,NA,NA,1,beautiful watch,0,1,workerid_0716
memory_check,1,NA,NA,2,cold soup,1,1,workerid_0716
memory_check,0,NA,NA,3,purple guitar,0,1,workerid_0716
memory_check,1,NA,NA,4,big peach,1,1,workerid_0716
memory_check,0,NA,NA,5,green shirt,0,1,workerid_0716
memory_check,0,NA,NA,6,shiny necklace,0,1,workerid_0716
memory_check,1,NA,NA,7,short sitcom,1,1,workerid_0716
memory_check,1,NA,NA,8,quiet choral concert,1,1,workerid_0716
memory_check,1,NA,NA,9,big kumquat,1,1,workerid_0716
botcaptcha,jennifer,"Thomas says to Jennifer: It's a beautiful day, isn't it?",Who is Thomas talking to?,NA,NA,NA,NA,workerid_0717
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0717
memory_check,0,NA,NA,0,purple guitar,0,1,workerid_0717
memory_check,1,NA,NA,1,short basketball player,1,1,workerid_0717
memory_check,1,NA,NA,2,quiet horn,1,1,workerid_0717
memory_check,0,NA,NA,3,beautiful watch,0,1,workerid_0717
memory_check,1,NA,NA,4,quiet mockingbird ,1,1,workerid_0717
memory_check,1,NA,NA,5,weak mansion,1,1,workerid_0717
memory_check,0,NA,NA,6,green shirt,0,1,workerid_0717
memory_check,0,NA,NA,7,wild animal,0,1,workerid_0717
memory_check,0,NA,NA,8,shiny necklace,0,1,workerid_0717
memory_check,1,NA,NA,9,expensive gold,1,1,workerid_0717
botcaptcha,Barbara,"William says to Barbara: It's a beautiful day, isn't it?",Who is William talking to?,NA,NA,NA,NA,workerid_0718
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0718
memory_check,0,NA,NA,0,shiny necklace,0,1,workerid_0718
memory_check,0,NA,NA,1,wild animal,0,1,workerid_0718
memory_check,1,NA,NA,2,fast sailboat,1,1,workerid_0718
memory_check,0,NA,NA,3,beautiful watch,0,1,workerid_0718
memory_check,1,NA,NA,4,wide front gate,1,1,workerid_0718
memory_check,1,NA,NA,5,fast truck,1,1,workerid_0718
memory_check,1,NA,NA,6,cold sauna,1,1,workerid_0718
memory_check,1,NA,NA,7,cold soup,1,1,workerid_0718
memory_check,0,NA,NA,8,green shirt,0,1,workerid_0718
memory_check,1,NA,NA,9,purple guitar,0,0,workerid_0718
botcaptcha,mary,"Michael says to Mary: It's a beautiful day, isn't it?",Who is Michael talking to?,NA,NA,NA,NA,workerid_0719
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0719
memory_check,1,NA,NA,0,hard blanket,1,1,workerid_0719
memory_check,0,NA,NA,1,green shirt,0,1,workerid_0719
memory_check,0,NA,NA,2,beautiful watch,0,1,workerid_0719
memory_check,1,NA,NA,3,short penguin,1,1,workerid_0719
memory_check,1,NA,NA,4,narrow downtown street,1,1,workerid_0719
memory_check,0,NA,NA,5,purple guitar,0,1,workerid_0719
memory_check,0,NA,NA,6,wild animal,0,1,workerid_0719
memory_check,1,NA,NA,7,cheap salt,1,1,workerid_0719
memory_check,0,NA,NA,8,shiny necklace,0,1,workerid_0719
memory_check,1,NA,NA,9,quiet woodpecker,1,1,workerid_0719
botcaptcha,Jennifer,"Thomas says to Jennifer: It's a beautiful day, isn't it?",Who is Thomas talking to?,NA,NA,NA,NA,workerid_0720
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0720
memory_check,0,NA,NA,0,shiny necklace,0,1,workerid_0720
memory_check,1,NA,NA,1,expensive boysenberries,1,1,workerid_0720
memory_check,1,NA,NA,2,strong hurricane,1,1,workerid_0720
memory_check,0,NA,NA,3,beautiful watch,0,1,workerid_0720
memory_check,0,NA,NA,4,green shirt,0,1,workerid_0720
memory_check,1,NA,NA,5,cold soup,1,1,workerid_0720
memory_check,1,NA,NA,6,strong watercolor,1,1,workerid_0720
memory_check,0,NA,NA,7,purple guitar,0,1,workerid_0720
memory_check,1,NA,NA,8,big flower,1,1,workerid_0720
memory_check,0,NA,NA,9,wild animal,0,1,workerid_0720
botcaptcha,jennifer,"Robert says to Jennifer: It's a beautiful day, isn't it?",Who is Robert talking to?,NA,NA,NA,NA,workerid_0721
warm_up,building,NA,NA,0,tall,Empire State Building,1,workerid_0721
memory_check,0,NA,NA,0,beautiful watch,0,1,workerid_0721
memory_check,0,NA,NA,1,purple guitar,0,1,workerid_0721
memory_check,1,NA,NA,2,big bush,1,1,workerid_0721
memory_check,0,NA,NA,3,green shirt,0,1,workerid_0721
memory_check,0,NA,NA,4,shiny necklace,0,1,workerid_0721
memory_check,1,NA,NA,5,big sedan,1,1,workerid_0721
memory_check,1,NA,NA,6,heavy laptop,1,1,workerid_0721
memory_check,1,NA,NA,7,light tiger,1,1,workerid_0721
memory_check,1,NA,NA,8,slow cheetah,1,1,workerid_0721
memory_check,0,NA,NA,9,wild animal,0,1,workerid_0721
botcaptcha,Sarah,"Joseph says to Sarah: It's a beautiful day, isn't it?",Who is Joseph talking to?,NA,NA,NA,NA,workerid_0722
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0722
memory_check,1,NA,NA,0,wild animal,0,0,workerid_0722
memory_check,0,NA,NA,1,beautiful watch,0,1,workerid_0722
memory_check,0,NA,NA,2,shiny necklace,0,1,workerid_0722
memory_check,1,NA,NA,3,cheap strawberries,1,1,workerid_0722
memory_check,1,NA,NA,4,dark spaniel,1,1,workerid_0722
memory_check,1,NA,NA,5,heavy cotton,1,1,workerid_0722
memory_check,0,NA,NA,6,purple guitar,0,1,workerid_0722
memory_check,1,NA,NA,7,cheap sandals,1,1,workerid_0722
memory_check,0,NA,NA,8,green shirt,0,1,workerid_0722
memory_check,1,NA,NA,9,weak child,1,1,workerid_0722
botcaptcha,Patricia,"John says to Patricia: It's a beautiful day, isn't it?",Who is John talking to?,NA,NA,NA,NA,workerid_0723
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0723
memory_check,1,NA,NA,0,beautiful watch,0,0,workerid_0723
memory_check,1,NA,NA,1,long podcast episode,1,1,workerid_0723
memory_check,0,NA,NA,2,green shirt,0,1,workerid_0723
memory_check,0,NA,NA,3,shiny necklace,0,1,workerid_0723
memory_check,1,NA,NA,4,wild animal,0,0,workerid_0723
memory_check,1,NA,NA,5,slow truck,1,1,workerid_0723
memory_check,1,NA,NA,6,short dachshund,1,1,workerid_0723
memory_check,0,NA,NA,7,purple guitar,0,1,workerid_0723
memory_check,1,NA,NA,8,quiet mockingbird ,1,1,workerid_0723
memory_check,1,NA,NA,9,cheap plastic,1,1,workerid_0723
botcaptcha,jennifer,"David says to Jennifer: It's a beautiful day, isn't it?",Who is David talking to?,NA,NA,NA,NA,workerid_0724
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0724
memory_check,1,NA,NA,0,long novel,1,1,workerid_0724
memory_check,1,NA,NA,1,fast helicopter,1,1,workerid_0724
memory_check,0,NA,NA,2,green shirt,0,1,workerid_0724
memory_check,0,NA,NA,3,wild animal,0,1,workerid_0724
memory_check,1,NA,NA,4,quiet bass guitar,1,1,workerid_0724
memory_check,0,NA,NA,5,beautiful watch,0,1,workerid_0724
memory_check,1,NA,NA,6,short chihuahua,1,1,workerid_0724
memory_check,1,NA,NA,7,slow elderly person,1,1,workerid_0724
memory_check,0,NA,NA,8,shiny necklace,0,1,workerid_0724
memory_check,0,NA,NA,9,purple guitar,0,1,workerid_0724
botcaptcha,mary,"Joseph says to Mary: It's a beautiful day, isn't it?",Who is Joseph talking to?,NA,NA,NA,NA,workerid_0725
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0725
memory_check,1,NA,NA,0,hard tile,1,1,workerid_0725
memory_check,1,NA,NA,1,slow instant pot,1,1,workerid_0725
memory_check,1,NA,NA,2,light pen,1,1,workerid_0725
memory_check,1,NA,NA,3,strong oil paint,1,1,workerid_0725
memory_check,0,NA,NA,4,purple guitar,0,1,workerid_0725
memory_check,1,NA,NA,5,short teenager,1,1,workerid_0725
memory_check,0,NA,NA,6,shiny necklace,0,1,workerid_0725
memory_check,0,NA,NA,7,green shirt,0,1,workerid_0725
memory_check,0,NA,NA,8,wild animal,0,1,workerid_0725
memory_check,0,NA,NA,9,beautiful watch,0,1,workerid_0725
botcaptcha,elizabeth,"David says to Elizabeth: It's a beautiful day, isn't it?",Who is David talking to?,NA,NA,NA,NA,workerid_0726
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0726
memory_check,1,NA,NA,0,short monkey,1,1,workerid_0726
memory_check,0,NA,NA,1,beautiful watch,0,1,workerid_0726
memory_check,1,NA,NA,2,soft carpet,1,1,workerid_0726
memory_check,0,NA,NA,3,shiny necklace,0,1,workerid_0726
memory_check,1,NA,NA,4,small moth,1,1,workerid_0726
memory_check,1,NA,NA,5,narrow side road,1,1,workerid_0726
memory_check,1,NA,NA,6,weak teenager,1,1,workerid_0726
memory_check,0,NA,NA,7,green shirt,0,1,workerid_0726
memory_check,1,NA,NA,8,wild animal,0,0,workerid_0726
memory_check,0,NA,NA,9,purple guitar,0,1,workerid_0726
botcaptcha,elizabeth,"Robert says to Elizabeth: It's a beautiful day, isn't it?",Who is Robert talking to?,NA,NA,NA,NA,workerid_0727
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0727
memory_check,0,NA,NA,0,shiny necklace,0,1,workerid_0727
memory_check,0,NA,NA,1,green shirt,0,1,workerid_0727
memory_check,1,NA,NA,2,big great dane,1,1,workerid_0727
memory_check,1,NA,NA,3,light monkey,1,1,workerid_0727
memory_check,0,NA,NA,4,beautiful watch,0,1,workerid_0727
memory_check,0,NA,NA,5,purple guitar,0,1,workerid_0727
memory_check,1,NA,NA,6,quiet car,1,1,workerid_0727
memory_check,0,NA,NA,7,wild animal,0,1,workerid_0727
memory_check,1,NA,NA,8,slow truck,1,1,workerid_0727
memory_check,1,NA,NA,9,slow cheetah,1,1,workerid_0727
botcaptcha,sarah,"Richard says to Sarah: It's a beautiful day, isn't it?",Who is Richard talking to?,NA,NA,NA,NA,workerid_0728
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0728
memory_check,0,NA,NA,0,purple guitar,0,1,workerid_0728
memory_check,1,NA,NA,1,weak child,1,1,workerid_0728
memory_check,1,NA,NA,2,cold summer,1,1,workerid_0728
memory_check,1,NA,NA,3,cold shopping mall,1,1,workerid_0728
memory_check,0,NA,NA,4,green shirt,0,1,workerid_0728
memory_check,1,NA,NA,5,expensive plastic,1,1,workerid_0728
memory_check,0,NA,NA,6,shiny necklace,0,1,workerid_0728
memory_check,0,NA,NA,7,wild animal,0,1,workerid_0728
memory_check,1,NA,NA,8,hard mushroom,1,1,workerid_0728
memory_check,0,NA,NA,9,beautiful watch,0,1,workerid_0728
botcaptcha,susan,"Michael says to Susan: It's a beautiful day, isn't it?",Who is Michael talking to?,NA,NA,NA,NA,workerid_0729
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0729
memory_check,0,NA,NA,0,purple guitar,0,1,workerid_0729
memory_check,0,NA,NA,1,shiny necklace,0,1,workerid_0729
memory_check,0,NA,NA,2,beautiful watch,0,1,workerid_0729
memory_check,0,NA,NA,3,weak cyclist,1,0,workerid_0729
memory_check,1,NA,NA,4,light plum,1,1,workerid_0729
memory_check,1,NA,NA,5,cheap Chinese restaurant,1,1,workerid_0729
memory_check,1,NA,NA,6,big spider,1,1,workerid_0729
memory_check,0,NA,NA,7,wild animal,0,1,workerid_0729
memory_check,0,NA,NA,8,green shirt,0,1,workerid_0729
memory_check,1,NA,NA,9,slow helicopter,1,1,workerid_0729
botcaptcha,Barbara,"William says to Barbara: It's a beautiful day, isn't it?",Who is William talking to?,NA,NA,NA,NA,workerid_0730
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0730
memory_check,1,NA,NA,0,short highway,1,1,workerid_0730
memory_check,0,NA,NA,1,green shirt,0,1,workerid_0730
memory_check,1,NA,NA,2,weak condo,1,1,workerid_0730
memory_check,1,NA,NA,3,dark spaniel,1,1,workerid_0730
memory_check,0,NA,NA,4,purple guitar,0,1,workerid_0730
memory_check,1,NA,NA,5,wild animal,0,0,workerid_0730
memory_check,1,NA,NA,6,cheap plastic,1,1,workerid_0730
memory_check,0,NA,NA,7,shiny necklace,0,1,workerid_0730
memory_check,1,NA,NA,8,long documentary,1,1,workerid_0730
memory_check,0,NA,NA,9,beautiful watch,0,1,workerid_0730
botcaptcha,elizabeth,"Charles says to Elizabeth: It's a beautiful day, isn't it?",Who is Charles talking to?,NA,NA,NA,NA,workerid_0731
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0731
memory_check,1,NA,NA,0,long alley,1,1,workerid_0731
memory_check,1,NA,NA,1,loud cat,1,1,workerid_0731
memory_check,1,NA,NA,2,wide boulevard,1,1,workerid_0731
memory_check,0,NA,NA,3,purple guitar,0,1,workerid_0731
memory_check,1,NA,NA,4,quiet baby,1,1,workerid_0731
memory_check,0,NA,NA,5,green shirt,0,1,workerid_0731
memory_check,0,NA,NA,6,wild animal,0,1,workerid_0731
memory_check,0,NA,NA,7,beautiful watch,0,1,workerid_0731
memory_check,1,NA,NA,8,heavy adult,1,1,workerid_0731
memory_check,0,NA,NA,9,shiny necklace,0,1,workerid_0731
botcaptcha,sarah,"Thomas says to Sarah: It's a beautiful day, isn't it?",Who is Thomas talking to?,NA,NA,NA,NA,workerid_0732
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0732
memory_check,0,NA,NA,0,small tuna,1,0,workerid_0732
memory_check,0,NA,NA,1,shiny necklace,0,1,workerid_0732
memory_check,0,NA,NA,2,green shirt,0,1,workerid_0732
memory_check,0,NA,NA,3,beautiful watch,0,1,workerid_0732
memory_check,1,NA,NA,4,heavy plum,1,1,workerid_0732
memory_check,0,NA,NA,5,purple guitar,0,1,workerid_0732
memory_check,1,NA,NA,6,strong mansion,1,1,workerid_0732
memory_check,0,NA,NA,7,wild animal,0,1,workerid_0732
memory_check,1,NA,NA,8,weak condo,1,1,workerid_0732
memory_check,1,NA,NA,9,long bassett hound,1,1,workerid_0732
botcaptcha,Mary,"Robert says to Mary: It's a beautiful day, isn't it?",Who is Robert talking to?,NA,NA,NA,NA,workerid_0733
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0733
memory_check,0,NA,NA,0,shiny necklace,0,1,workerid_0733
memory_check,0,NA,NA,1,wild animal,0,1,workerid_0733
memory_check,1,NA,NA,2,long story,1,1,workerid_0733
memory_check,0,NA,NA,3,short novel,1,0,workerid_0733
memory_check,1,NA,NA,4,fast cheetah,1,1,workerid_0733
memory_check,0,NA,NA,5,purple guitar,0,1,workerid_0733
memory_check,1,NA,NA,6,tall penguin,1,1,workerid_0733
memory_check,1,NA,NA,7,small chihuahua,1,1,workerid_0733
memory_check,0,NA,NA,8,green shirt,0,1,workerid_0733
memory_check,0,NA,NA,9,beautiful watch,0,1,workerid_0733
botcaptcha,elizabeth,"Thomas says to Elizabeth: It's a beautiful day, isn't it?",Who is Thomas talking to?,NA,NA,NA,NA,workerid_0734
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0734
memory_check,0,NA,NA,0,shiny necklace,0,1,workerid_0734
memory_check,1,NA,NA,1,quick elderly person,1,1,workerid_0734
memory_check,1,NA,NA,2,hot shopping mall,1,1,workerid_0734
memory_check,0,NA,NA,3,beautiful watch,0,1,workerid_0734
memory_check,0,NA,NA,4,wild animal,0,1,workerid_0734
memory_check,1,NA,NA,5,tall adult,1,1,workerid_0734
memory_check,1,NA,NA,6,short skyscraper,1,1,workerid_0734
memory_check,1,NA,NA,7,cold fall,1,1,workerid_0734
memory_check,0,NA,NA,8,purple guitar,0,1,workerid_0734
memory_check,0,NA,NA,9,green shirt,0,1,workerid_0734
botcaptcha,jennifer,"Joseph says to Jennifer: It's a beautiful day, isn't it?",Who is Joseph talking to?,NA,NA,NA,NA,workerid_0735
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0735
memory_check,1,NA,NA,0,soft pillow,1,1,workerid_0735
memory_check,1,NA,NA,1,slow child,1,1,workerid_0735
memory_check,1,NA,NA,2,loud woodpecker,1,1,workerid_0735
memory_check,0,NA,NA,3,wild animal,0,1,workerid_0735
memory_check,0,NA,NA,4,green shirt,0,1,workerid_0735
memory_check,0,NA,NA,5,shiny necklace,0,1,workerid_0735
memory_check,1,NA,NA,6,soft carpet,1,1,workerid_0735
memory_check,0,NA,NA,7,purple guitar,0,1,workerid_0735
memory_check,0,NA,NA,8,beautiful watch,0,1,workerid_0735
memory_check,1,NA,NA,9,quiet baby,1,1,workerid_0735
botcaptcha,Sarah,"Robert says to Sarah: It's a beautiful day, isn't it?",Who is Robert talking to?,NA,NA,NA,NA,workerid_0736
warm_up,Building,NA,NA,0,tall,Empire State Building,0,workerid_0736
memory_check,1,NA,NA,0,cold summer,1,1,workerid_0736
memory_check,1,NA,NA,1,light pen,1,1,workerid_0736
memory_check,1,NA,NA,2,tall sunflower,1,1,workerid_0736
memory_check,1,NA,NA,3,beautiful watch,0,0,workerid_0736
memory_check,0,NA,NA,4,wild animal,0,1,workerid_0736
memory_check,1,NA,NA,5,shiny necklace,0,0,workerid_0736
memory_check,1,NA,NA,6,slow elephant,1,1,workerid_0736
memory_check,1,NA,NA,7,purple guitar,0,0,workerid_0736
memory_check,0,NA,NA,8,big smartcar,1,0,workerid_0736
memory_check,0,NA,NA,9,green shirt,0,1,workerid_0736
botcaptcha,barbara,"James says to Barbara: It's a beautiful day, isn't it?",Who is James talking to?,NA,NA,NA,NA,workerid_0737
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0737
memory_check,0,NA,NA,0,green shirt,0,1,workerid_0737
memory_check,1,NA,NA,1,cold muffin,1,1,workerid_0737
memory_check,1,NA,NA,2,strong tent,1,1,workerid_0737
memory_check,0,NA,NA,3,wild animal,0,1,workerid_0737
memory_check,1,NA,NA,4,expensive gold,1,1,workerid_0737
memory_check,0,NA,NA,5,purple guitar,0,1,workerid_0737
memory_check,1,NA,NA,6,fast jogger,1,1,workerid_0737
memory_check,0,NA,NA,7,shiny necklace,0,1,workerid_0737
memory_check,1,NA,NA,8,light blue paint,1,1,workerid_0737
memory_check,0,NA,NA,9,beautiful watch,0,1,workerid_0737
botcaptcha,elizabeth,"David says to Elizabeth: It's a beautiful day, isn't it?",Who is David talking to?,NA,NA,NA,NA,workerid_0738
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0738
memory_check,0,NA,NA,0,beautiful watch,0,1,workerid_0738
memory_check,1,NA,NA,1,wild animal,0,0,workerid_0738
memory_check,0,NA,NA,2,green shirt,0,1,workerid_0738
memory_check,1,NA,NA,3,short bonsai tree,1,1,workerid_0738
memory_check,1,NA,NA,4,quiet cat,1,1,workerid_0738
memory_check,0,NA,NA,5,purple guitar,0,1,workerid_0738
memory_check,0,NA,NA,6,shiny necklace,0,1,workerid_0738
